sms,label,Spam/NonSpam,Word_length,preprocessed_text
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18
",1,Spam,21,<number> mobil <number> txt nokia <number> collect todayfrom onli <cur><number> <url> optout <phone>gbpmtmsg
"Would really appreciate if you call me. Just need someone to talk to.
",0,Non Spam,13,realli appreci someon talk
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES
",1,Spam,30,meet dream partner career <number> flyng start <number> free txt horo follow star sign horo ari
"Hey company elama po mudyadhu.
",0,Non Spam,5,hey compani elama mudyadhu
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .
",0,Non Spam,27,life strict teacher bcoz teacher teach lesson conduct exam life conduct exam teach lesson happi morn
"Dear good morning now only i am up
",0,Non Spam,8,dear good morn onli
"Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
",0,Non Spam,20,gandhipuram walk cross cut road <> street road turn
"Dear we are going to our rubber place
",0,Non Spam,8,dear rubber place
"Sorry battery died, yeah I'm here
",0,Non Spam,6,sorri batteri die yeah
"Yes:)here tv is always available in work place..
",0,Non Spam,8,yesher alway avail work place
"Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
",1,Spam,34,text meet someon sexi today flirt join <number> repli age sam <number> <number> msg recdthirtyeight penc
"I have printed it oh. So  &lt;#&gt;  come upstairs
",0,Non Spam,9,print <> upstair
"Or ill be a little closer like at the bus stop on the same street
",0,Non Spam,15,ill littl closer street
"Where are you?when wil you reach here?
",0,Non Spam,7,youwhen wil reach
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!
",0,Non Spam,27,theori argument win situat lose person dont argu friend kick alway correct
"U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
",1,Spam,25,<number> secret admir <number> contact ufind rreveal specialcal <phone>
"Tomarrow final hearing on my laptop case so i cant.
",0,Non Spam,10,tomarrow final hear laptop case
"PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
",0,Non Spam,7,pleassssssseeeee tel avent sportsx
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.
",0,Non Spam,16,shine meant sign sound
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...
",0,Non Spam,32,told dat baig face watch realli watch <number> everyth dat uve today touch
"U don't remember that old commercial?
",0,Non Spam,6,dont rememb commerci
"Too late. I said i have the website. I didn't i have or dont have the slippers
",0,Non Spam,17,late websit didnt dont slipper
"I asked you to call him now ok
",0,Non Spam,8,
"Kallis wont bat in 2nd innings.
",0,Non Spam,6,kalli bat inning
"It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
",0,Non Spam,30,didnt work goodnight ill readi time wake veri dearli good night sleep
"Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
",1,Spam,23,congratul award <number> voucher gift guarante free entri <number> wkli draw txt music <number> tnc <url>
"Ranjith cal drpd Deeraj and deepak 5min hold
",0,Non Spam,8,ranjith cal drpd deeraj deepak min hold
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.
",0,Non Spam,34,wen lovabl bcum angri wid dnt coz angri childish true deep affect care luv kettoda manda nice day
"What you doing?how are you?
",0,Non Spam,5,doinghow
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.
",0,Non Spam,37,day ship compani wk usp week lag bribe nipost stuff
"I'm back, lemme know when you're ready
",0,Non Spam,7,lemm readi
"Don't necessarily expect it to be done before you get back though because I'm just now headin out
",0,Non Spam,18,dont necessarili expect befor becaus headin
"Mmm so yummy babe ... Nice jolt to the suzy
",0,Non Spam,10,mmm yummi babe nice jolt suzi
"Where are you lover ? I need you ...
",0,Non Spam,9,lover
"We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
",1,Spam,27,tri contact repli offer video handset <number> anytim network min unlimit text camcord repli <phone>
"I‘m parked next to a MINI!!!! When are you coming in today do you think?
",0,Non Spam,15,park mini today
"Yup
",0,Non Spam,1,yup
"Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
",0,Non Spam,18,shop dun disturb liao
"MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
",0,Non Spam,11,luton <phone> ring
"Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
",1,Spam,25,hey realli horni chat nake text hot <number> text charg unsubscrib text <number>
"Why you Dint come with us.
",0,Non Spam,6,whi dint
"Same. Wana plan a trip sometme then
",0,Non Spam,7,wana plan trip sometm
"Not sure yet, still trying to get a hold of him
",0,Non Spam,11,tri hold
"Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
",1,Spam,27,rington servic ha chang <number> free credit clubmobilescom choos content txt club <number> pwk club box mk wt
"The evo. I just had to download flash. Jealous?
",0,Non Spam,9,evo download flash jealou
"Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
",1,Spam,24,rington club singl chart mobil week choos ani qualiti rington thi messag free charg
"Come to mu, we're sorting out our narcotics situation
",0,Non Spam,9,sort narcot situat
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.
",0,Non Spam,29,night ha anoth day morn ha special smile sunni ray leav worri blue blue bay
"HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
",1,Spam,25,hmv bonu special <number> pound genuin hmv voucher answer <number> easi question play send hmv <number> info<url>
"Usf I guess, might as well take 1 car
",0,Non Spam,9,usf guess <number> car
"No objection. My bf not coming.
",0,Non Spam,6,object bf
"Thanx...
",0,Non Spam,1,
"Tell rob to mack his gf in the theater
",0,Non Spam,9,rob mack gf theater
"Awesome, I'll see you in a bit
",0,Non Spam,7,awesom ill bit
"Just sent it. So what type of food do you like?
",0,Non Spam,11,type food
"All done? All handed in? Celebrations in full swing yet?
",0,Non Spam,10,hand celebr swing
"You got called a tool?
",0,Non Spam,5,tool
"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve..
",0,Non Spam,25,wen someon person definit special person special whi keepintouch gdeve
"Ok. I asked for money how far
",0,Non Spam,7,money
"Okie...
",0,Non Spam,1,oki
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down
",0,Non Spam,25,yeah usual guy pass night ahold anybodi ill throw
"K, I might come by tonight then if my class lets out early
",0,Non Spam,13,tonight class earli
"Ok..
",0,Non Spam,1,
"hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
",0,Non Spam,35,babi cruisin girl friend <number> hour alright fone thi fone love jenni xxx
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..
",0,Non Spam,33,life lot becaus love life becaus love peopl life friend
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.
",0,Non Spam,21,dearshal mail tonitebusi streetshal updat toniteth okvarunnathu edukkukaye raksha ollubut good real sens
"Hey you told your name to gautham ah?
",0,Non Spam,8,hey told gautham
"Haf u found him? I feel so stupid da v cam was working.
",0,Non Spam,13,haf feel stupid cam work
"Oops. 4 got that bit.
",0,Non Spam,5,oop <number> bit
"Are you this much buzy
",0,Non Spam,5,thi buzi
"I accidentally deleted the message. Resend please.
",0,Non Spam,7,accident delet messag resend pleas
"T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
",1,Spam,29,tmobil custom claim free camera phone upgrad pay sim card loyalti <phone>off thfebtc appli
"Unless it's a situation where YOU GO GURL would be more appropriate
",0,Non Spam,12,situat gurl appropri
"Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
",0,Non Spam,35,hurt teas cri life die plz rose grave stupid nice day bslvyl
"I cant pick the phone right now. Pls send a message
",0,Non Spam,11,pick phone send messag
"Need a coffee run tomo?Can't believe it's that time of week already
",0,Non Spam,12,coffe tomoc believ time week alreadi
"Awesome, I remember the last time we got somebody high for the first time with diesel :V
",0,Non Spam,17,awesom rememb time somebodi high time diesel
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?
",0,Non Spam,31,shit realli shock scari imagin def night somewher crash night save taxi
"Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? 
",0,Non Spam,21,food fridg meal tonight
"He is a womdarfull actor
",0,Non Spam,5,womdarful actor
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE
",1,Spam,23,blind rodd <number>m aberdeen unit kingdom check httpimg acwicmbcktzr<number> blind send hide
"Yup... From what i remb... I think should be can book... 
",0,Non Spam,11,yup remb book
"Jos ask if u wana meet up?
",0,Non Spam,7,jo wana meet
"Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
",0,Non Spam,14,lol ye friendship hang thread caus buy stuff
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468
",1,Spam,24,themob> check newest select content game tone gossip babe sport mobil fit funki text wap <number>
"Where are the garage keys? They aren't on the bookshelf
",0,Non Spam,10,garag key bookshelf
"Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
",0,Non Spam,24,today accept dayu accept brother sister lover dear clo lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli enemi
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week
",1,Spam,25,smart win <cur><number> thi week weekli quiz text play <number> nowtc winnersclub box <number> uz <number>+ gbpweek
"He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
",0,Non Spam,24,hell friend money definit buy befor week
"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.
",0,Non Spam,33,day normal waythi real uniquei hope <number> rest mylif hope wot lost
"You made my day. Do have a great day too.
",0,Non Spam,10,day great day
"K.k:)advance happy pongal.
",0,Non Spam,3,kkadvanc happi pongal
"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...
",0,Non Spam,24,hmmm guess <number> kb power yoga haha dunno tahan power yoga anot thk oso forgot liao
